CC128-v1.35,2,08:00:01,27.7,4,1149,1,129
CC128-v1.35,2,08:00:01,27.7,2,1766,1,112
CC128-v1.35,2,08:00:03,27.7,0,2235,1,0
CC128-v1.35,2,08:00:04,27.7,3,2492,1,116
CC128-v1.35,2,08:00:05,27.7,1,435,1,142
CC128-v1.35,2,08:00:07,27.7,4,1149,1,127
CC128-v1.35,2,08:00:07,27.7,2,1766,1,137
CC128-v1.35,2,08:00:09,27.7,0,2235,1,0
CC128-v1.35,2,08:00:10,27.7,3,2492,1,113
CC128-v1.35,2,08:00:11,27.7,1,435,1,177
CC128-v1.35,2,08:00:13,27.7,4,1149,1,125
CC128-v1.35,2,08:00:13,27.7,2,1766,1,128
CC128-v1.35,2,08:00:15,27.7,0,2235,1,0
CC128-v1.35,2,08:00:16,27.7,3,2492,1,112
CC128-v1.35,2,08:00:17,27.7,1,435,1,142
CC128-v1.35,2,08:00:20,27.7,2,1766,1,118
CC128-v1.35,2,08:00:21,27.6,0,2235,1,0
CC128-v1.35,2,08:00:23,27.6,1,435,1,145
CC128-v1.35,2,08:00:25,27.6,4,1149,1,125
CC128-v1.35,2,08:00:26,27.6,2,1766,1,117
CC128-v1.35,2,08:00:27,27.6,0,2235,1,0
CC128-v1.35,2,08:00:28,27.6,3,2492,1,113
CC128-v1.35,2,08:00:29,27.6,1,435,1,151
CC128-v1.35,2,08:00:31,27.6,4,1149,1,126
CC128-v1.35,2,08:00:32,27.6,2,1766,1,114
CC128-v1.35,2,08:00:33,27.6,0,2235,1,0
CC128-v1.35,2,08:00:34,27.6,3,2492,1,112
CC128-v1.35,2,08:00:35,27.6,1,435,1,160
CC128-v1.35,2,08:00:37,27.6,4,1149,1,126
CC128-v1.35,2,08:00:38,27.6,2,1766,1,115
CC128-v1.35,2,08:00:39,27.6,0,2235,1,0
CC128-v1.35,2,08:00:40,27.6,3,2492,1,112
CC128-v1.35,2,08:00:42,27.7,1,435,1,149
CC128-v1.35,2,08:00:44,27.7,4,1149,1,125
CC128-v1.35,2,08:00:44,27.7,2,1766,1,112
CC128-v1.35,2,08:00:45,27.7,0,2235,1,0
CC128-v1.35,2,08:00:48,27.7,1,435,1,151
CC128-v1.35,2,08:00:50,27.7,4,1149,1,148
CC128-v1.35,2,08:00:50,27.7,2,1766,1,112
CC128-v1.35,2,08:00:51,27.6,0,2235,1,0
CC128-v1.35,2,08:00:53,27.6,3,2492,1,112
CC128-v1.35,2,08:00:54,27.6,1,435,1,147
CC128-v1.35,2,08:00:56,27.6,4,1149,1,142
CC128-v1.35,2,08:00:56,27.6,2,1766,1,115
CC128-v1.35,2,08:00:57,27.6,0,2235,1,0
CC128-v1.35,2,08:00:59,27.6,3,2492,1,114
CC128-v1.35,2,08:01:00,27.6,1,435,1,165
CC128-v1.35,2,08:01:02,27.6,4,1149,1,132
CC128-v1.35,2,08:01:02,27.6,2,1766,1,115
CC128-v1.35,2,08:01:03,27.6,0,2235,1,0
CC128-v1.35,2,08:01:05,27.6,3,2492,1,111
CC128-v1.35,2,08:01:06,27.6,1,435,1,146
CC128-v1.35,2,08:01:08,27.6,4,1149,1,129
CC128-v1.35,2,08:01:08,27.6,2,1766,1,113
CC128-v1.35,2,08:01:09,27.6,0,2235,1,0
CC128-v1.35,2,08:01:11,27.6,3,2492,1,113
CC128-v1.35,2,08:01:12,27.6,1,435,1,172
CC128-v1.35,2,08:01:14,27.6,4,1149,1,128
CC128-v1.35,2,08:01:15,27.6,2,1766,1,118
CC128-v1.35,2,08:01:15,27.6,0,2235,1,0
CC128-v1.35,2,08:01:17,27.6,3,2492,1,116
CC128-v1.35,2,08:01:18,27.6,1,435,1,143
CC128-v1.35,2,08:01:20,27.6,4,1149,1,130
CC128-v1.35,2,08:01:21,27.6,2,1766,1,116
CC128-v1.35,2,08:01:21,27.6,0,2235,1,0
CC128-v1.35,2,08:01:23,27.6,3,2492,1,124
CC128-v1.35,2,08:01:24,27.6,1,435,1,148
CC128-v1.35,2,08:01:27,27.6,2,1766,1,114
CC128-v1.35,2,08:01:27,27.6,0,2235,1,0
CC128-v1.35,2,08:01:29,27.6,3,2492,1,134
CC128-v1.35,2,08:01:31,27.7,1,435,1,143
CC128-v1.35,2,08:01:33,27.7,4,1149,1,148
CC128-v1.35,2,08:01:33,27.7,2,1766,1,114
CC128-v1.35,2,08:01:33,27.7,0,2235,1,0
CC128-v1.35,2,08:01:36,27.7,3,2492,1,122
CC128-v1.35,2,08:01:37,27.7,1,435,1,147
CC128-v1.35,2,08:01:39,27.7,4,1149,1,127
CC128-v1.35,2,08:01:39,27.7,2,1766,1,112
CC128-v1.35,2,08:01:40,27.7,0,2235,1,0
CC128-v1.35,2,08:01:42,27.6,3,2492,1,117
CC128-v1.35,2,08:01:43,27.6,1,435,1,173
CC128-v1.35,2,08:01:45,27.6,4,1149,1,127
CC128-v1.35,2,08:01:45,27.6,2,1766,1,112
CC128-v1.35,2,08:01:46,27.6,0,2235,1,0
CC128-v1.35,2,08:01:48,27.6,3,2492,1,116
CC128-v1.35,2,08:01:49,27.6,1,435,1,148
CC128-v1.35,2,08:01:51,27.7,4,1149,1,126
CC128-v1.35,2,08:01:51,27.7,2,1766,1,137
CC128-v1.35,2,08:01:52,27.7,0,2235,1,0
CC128-v1.35,2,08:01:54,27.7,3,2492,1,112
CC128-v1.35,2,08:01:57,27.7,4,1149,1,125
CC128-v1.35,2,08:01:57,27.7,2,1766,1,127
CC128-v1.35,2,08:01:58,27.7,0,2235,1,0
CC128-v1.35,2,08:02:00,27.7,3,2492,1,113
CC128-v1.35,2,08:02:01,27.6,1,435,1,145
CC128-v1.35,2,08:02:03,27.6,4,1149,1,124
CC128-v1.35,2,08:02:04,27.6,2,1766,1,119
CC128-v1.35,2,08:02:04,27.6,0,2235,1,0
CC128-v1.35,2,08:02:06,27.6,3,2492,1,112
CC128-v1.35,2,08:02:07,27.6,1,435,1,135
CC128-v1.35,2,08:02:09,27.6,4,1149,1,125
CC128-v1.35,2,08:02:10,27.6,2,1766,1,116
CC128-v1.35,2,08:02:10,27.6,0,2235,1,0
CC128-v1.35,2,08:02:12,27.6,3,2492,1,111
CC128-v1.35,2,08:02:13,27.6,1,435,1,143
CC128-v1.35,2,08:02:16,27.6,4,1149,1,125
CC128-v1.35,2,08:02:16,27.6,2,1766,1,114
CC128-v1.35,2,08:02:16,27.6,0,2235,1,0
CC128-v1.35,2,08:02:18,27.6,3,2492,1,116
CC128-v1.35,2,08:02:22,27.6,4,1149,1,127
CC128-v1.35,2,08:02:22,27.6,2,1766,1,113
CC128-v1.35,2,08:02:25,27.6,3,2492,1,114
CC128-v1.35,2,08:02:26,27.6,1,435,1,154
CC128-v1.35,2,08:02:28,27.6,4,1149,1,148
CC128-v1.35,2,08:02:28,27.6,0,2235,1,0
CC128-v1.35,2,08:02:28,27.6,2,1766,1,113
CC128-v1.35,2,08:02:31,27.6,3,2492,1,112
CC128-v1.35,2,08:02:32,27.6,1,435,1,151
CC128-v1.35,2,08:02:34,27.6,0,2235,1,0
CC128-v1.35,2,08:02:34,27.6,2,1766,1,115
CC128-v1.35,2,08:02:37,27.6,3,2492,1,115
CC128-v1.35,2,08:02:38,27.6,1,435,1,145
CC128-v1.35,2,08:02:40,27.6,2,1766,1,113
CC128-v1.35,2,08:02:43,27.6,3,2492,1,113
CC128-v1.35,2,08:02:46,27.6,2,1766,1,114
CC128-v1.35,2,08:02:49,27.6,3,2492,1,113
CC128-v1.35,2,08:02:50,27.6,1,435,1,146
CC128-v1.35,2,08:02:52,27.7,0,2235,1,0
CC128-v1.35,2,08:02:52,27.7,4,1149,1,129
CC128-v1.35,2,08:02:53,27.7,2,1766,1,118
CC128-v1.35,2,08:02:55,27.7,3,2492,1,117
CC128-v1.35,2,08:02:56,27.7,1,435,1,143
CC128-v1.35,2,08:02:58,27.7,0,2235,1,0
CC128-v1.35,2,08:02:58,27.7,4,1149,1,128
CC128-v1.35,2,08:02:59,27.7,2,1766,1,116
CC128-v1.35,2,08:03:01,27.6,3,2492,1,114
CC128-v1.35,2,08:03:02,27.6,1,435,1,142
CC128-v1.35,2,08:03:04,27.6,0,2235,1,0
CC128-v1.35,2,08:03:05,27.6,4,1149,1,133
CC128-v1.35,2,08:03:05,27.6,2,1766,1,114
CC128-v1.35,2,08:03:07,27.6,3,2492,1,134
CC128-v1.35,2,08:03:08,27.6,1,435,1,148
CC128-v1.35,2,08:03:10,27.6,0,2235,1,0
CC128-v1.35,2,08:03:11,27.6,4,1149,1,127
CC128-v1.35,2,08:03:11,27.6,2,1766,1,113
CC128-v1.35,2,08:03:14,27.6,3,2492,1,127
CC128-v1.35,2,08:03:15,27.6,1,435,1,146
CC128-v1.35,2,08:03:16,27.6,0,2235,1,0
CC128-v1.35,2,08:03:17,27.6,4,1149,1,129
CC128-v1.35,2,08:03:17,27.6,2,1766,1,112
CC128-v1.35,2,08:03:20,27.6,3,2492,1,118
CC128-v1.35,2,08:03:21,27.7,1,435,1,142
CC128-v1.35,2,08:03:22,27.7,0,2235,1,0
CC128-v1.35,2,08:03:23,27.7,2,1766,1,115
CC128-v1.35,2,08:03:26,27.7,3,2492,1,114
CC128-v1.35,2,08:03:27,27.7,1,435,1,143
CC128-v1.35,2,08:03:28,27.7,0,2235,1,0
CC128-v1.35,2,08:03:29,27.7,4,1149,1,125
CC128-v1.35,2,08:03:29,27.7,2,1766,1,113
CC128-v1.35,2,08:03:32,27.6,3,2492,1,113
CC128-v1.35,2,08:03:33,27.6,1,435,1,145
CC128-v1.35,2,08:03:34,27.6,0,2235,1,0
CC128-v1.35,2,08:03:35,27.6,4,1149,1,127
CC128-v1.35,2,08:03:35,27.6,2,1766,1,137
CC128-v1.35,2,08:03:38,27.6,3,2492,1,112
CC128-v1.35,2,08:03:39,27.6,1,435,1,140
CC128-v1.35,2,08:03:41,27.6,0,2235,1,0
CC128-v1.35,2,08:03:41,27.6,4,1149,1,126
CC128-v1.35,2,08:03:42,27.6,2,1766,1,125
CC128-v1.35,2,08:03:44,27.6,3,2492,1,116
CC128-v1.35,2,08:03:45,27.6,1,435,1,144
CC128-v1.35,2,08:03:47,27.6,0,2235,1,0
CC128-v1.35,2,08:03:48,27.6,4,1149,1,124
CC128-v1.35,2,08:03:48,27.6,2,1766,1,125
CC128-v1.35,2,08:03:50,27.6,3,2492,1,112
CC128-v1.35,2,08:03:51,27.7,1,435,1,136
CC128-v1.35,2,08:03:53,27.7,0,2235,1,0
CC128-v1.35,2,08:03:54,27.7,4,1149,1,125
CC128-v1.35,2,08:03:54,27.7,2,1766,1,115
CC128-v1.35,2,08:03:56,27.7,3,2492,1,112
CC128-v1.35,2,08:03:57,27.7,1,435,1,146
CC128-v1.35,2,08:03:59,27.7,0,2235,1,0
CC128-v1.35,2,08:04:00,27.7,4,1149,1,125
CC128-v1.35,2,08:04:00,27.7,2,1766,1,113
CC128-v1.35,2,08:04:03,27.6,3,2492,1,113
CC128-v1.35,2,08:04:04,27.6,1,435,1,159
CC128-v1.35,2,08:04:05,27.6,0,2235,1,0
CC128-v1.35,2,08:04:06,27.6,4,1149,1,154
CC128-v1.35,2,08:04:06,27.6,2,1766,1,112
CC128-v1.35,2,08:04:09,27.6,3,2492,1,115
CC128-v1.35,2,08:04:10,27.6,1,435,1,153
CC128-v1.35,2,08:04:11,27.6,0,2235,1,0
CC128-v1.35,2,08:04:12,27.6,4,1149,1,136
CC128-v1.35,2,08:04:12,27.6,2,1766,1,112
CC128-v1.35,2,08:04:15,27.6,3,2492,1,115
CC128-v1.35,2,08:04:16,27.6,1,435,1,157
CC128-v1.35,2,08:04:17,27.6,0,2235,1,0
CC128-v1.35,2,08:04:18,27.6,2,1766,1,114
CC128-v1.35,2,08:04:21,27.7,3,2492,1,113
CC128-v1.35,2,08:04:22,27.7,1,435,1,144
CC128-v1.35,2,08:04:23,27.7,0,2235,1,0
CC128-v1.35,2,08:04:24,27.7,4,1149,1,131
CC128-v1.35,2,08:04:24,27.7,2,1766,1,114
CC128-v1.35,2,08:04:27,27.7,3,2492,1,115
CC128-v1.35,2,08:04:28,27.7,1,435,1,145
CC128-v1.35,2,08:04:29,27.7,0,2235,1,0
CC128-v1.35,2,08:04:30,27.7,4,1149,1,126
CC128-v1.35,2,08:04:31,27.6,2,1766,1,115
CC128-v1.35,2,08:04:33,27.6,3,2492,1,115
CC128-v1.35,2,08:04:34,27.6,1,435,1,147
CC128-v1.35,2,08:04:35,27.6,0,2235,1,0
CC128-v1.35,2,08:04:37,27.6,4,1149,1,131
CC128-v1.35,2,08:04:37,27.6,2,1766,1,116
CC128-v1.35,2,08:04:39,27.6,3,2492,1,114
CC128-v1.35,2,08:04:40,27.6,1,435,1,145
CC128-v1.35,2,08:04:41,27.7,0,2235,1,0
CC128-v1.35,2,08:04:43,27.7,4,1149,1,125
CC128-v1.35,2,08:04:43,27.7,2,1766,1,114
CC128-v1.35,2,08:04:45,27.7,3,2492,1,114
CC128-v1.35,2,08:04:46,27.7,1,435,1,141
CC128-v1.35,2,08:04:47,27.7,0,2235,1,0
CC128-v1.35,2,08:04:49,27.7,4,1149,1,125
CC128-v1.35,2,08:04:49,27.7,2,1766,1,113
CC128-v1.35,2,08:04:52,27.7,3,2492,1,134
CC128-v1.35,2,08:04:53,27.7,1,435,1,148
CC128-v1.35,2,08:04:53,27.7,0,2235,1,0
CC128-v1.35,2,08:04:55,27.7,2,1766,1,112
CC128-v1.35,2,08:04:58,27.7,3,2492,1,120
CC128-v1.35,2,08:04:59,27.7,1,435,1,143
CC128-v1.35,2,08:04:59,27.7,0,2235,1,0
CC128-v1.35,2,08:05:01,27.7,2,1766,1,112
CC128-v1.35,2,08:05:04,27.7,3,2492,1,116
CC128-v1.35,2,08:05:05,27.7,1,435,1,145
CC128-v1.35,2,08:05:05,27.7,0,2235,1,0
CC128-v1.35,2,08:05:10,27.7,3,2492,1,115
CC128-v1.35,2,08:05:11,27.8,1,435,1,174
CC128-v1.35,2,08:05:16,27.8,3,2492,1,114
CC128-v1.35,2,08:05:17,27.8,1,435,1,155
CC128-v1.35,2,08:05:20,27.8,2,1766,1,132
CC128-v1.35,2,08:05:22,27.7,3,2492,1,112
CC128-v1.35,2,08:05:23,27.7,1,435,1,142
CC128-v1.35,2,08:05:24,27.7,0,2235,1,0
CC128-v1.35,2,08:05:26,27.7,2,1766,1,126
CC128-v1.35,2,08:05:28,27.7,3,2492,1,113
CC128-v1.35,2,08:05:29,27.7,1,435,1,147
CC128-v1.35,2,08:05:30,27.7,0,2235,1,0
CC128-v1.35,2,08:05:32,27.6,2,1766,1,117
